customer_id,order_id,order_date,order_unit_price,quantity,discount,product_id,product_name,category_id,category_name,product_unit_price,total_sales,year,month,day
OTTIK,10260,1996-07-19,12.0,21,0.25,70,Outback Lager,1,Beverages,15.0,189.0,1996,7,19
QUEDE,10261,1996-07-19,8.0,20,0.0,21,Sir Rodney's Scones,3,Confections,10.0,160.0,1996,7,19
QUEDE,10261,1996-07-19,14.4,20,0.0,35,Steeleye Stout,1,Beverages,18.0,288.0,1996,7,19
RATTC,10262,1996-07-22,17.0,12,0.2,5,Chef Anton's Gumbo Mix,2,Condiments,21.35,163.20000000000002,1996,7,22
RATTC,10262,1996-07-22,24.0,15,0.0,7,Uncle Bob's Organic Dried Pears,7,Produce,30.0,360.0,1996,7,22
RATTC,10262,1996-07-22,30.4,2,0.0,56,Gnocchi di nonna Alice,5,Grains/Cereals,38.0,60.8,1996,7,22
ERNSH,10263,1996-07-23,13.9,60,0.25,16,Pavlova,3,Confections,17.45,625.5,1996,7,23
ERNSH,10263,1996-07-23,3.6,28,0.0,24,Guaraná Fantástica,1,Beverages,4.5,100.8,1996,7,23
ERNSH,10263,1996-07-23,20.7,60,0.25,30,Nord-Ost Matjeshering,8,Seafood,25.89,931.5,1996,7,23
ERNSH,10263,1996-07-23,8.0,36,0.25,74,Longlife Tofu,7,Produce,10.0,216.0,1996,7,23
FOLKO,10264,1996-07-24,15.2,35,0.0,2,Chang,1,Beverages,19.0,532.0,1996,7,24
FOLKO,10264,1996-07-24,7.7,25,0.15,41,Jack's New England Clam Chowder,8,Seafood,9.65,163.625,1996,7,24
BLONP,10265,1996-07-25,31.2,30,0.0,17,Alice Mutton,6,Meat/Poultry,39.0,936.0,1996,7,25
BLONP,10265,1996-07-25,12.0,20,0.0,70,Outback Lager,1,Beverages,15.0,240.0,1996,7,25
WARTH,10266,1996-07-26,30.4,12,0.05,12,Queso Manchego La Pastora,4,Dairy Products,38.0,346.55999999999995,1996,7,26
FRANK,10267,1996-07-29,14.7,50,0.0,40,Boston Crab Meat,8,Seafood,18.4,735.0,1996,7,29
FRANK,10267,1996-07-29,44.0,70,0.15,59,Raclette Courdavault,4,Dairy Products,55.0,2618.0,1996,7,29
FRANK,10267,1996-07-29,14.4,15,0.15,76,Lakkalikööri,1,Beverages,18.0,183.6,1996,7,29
GROSR,10268,1996-07-30,99.0,10,0.0,29,Thüringer Rostbratwurst,6,Meat/Poultry,123.79,990.0,1996,7,30
GROSR,10268,1996-07-30,27.8,4,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,111.2,1996,7,30
WHITC,10269,1996-07-31,2.0,60,0.05,33,Geitost,4,Dairy Products,2.5,114.0,1996,7,31
WHITC,10269,1996-07-31,27.8,20,0.05,72,Mozzarella di Giovanni,4,Dairy Products,34.8,528.1999999999999,1996,7,31
WARTH,10270,1996-08-01,15.2,30,0.0,36,Inlagd Sill,8,Seafood,19.0,456.0,1996,8,1
WARTH,10270,1996-08-01,36.8,25,0.0,43,Ipoh Coffee,1,Beverages,46.0,919.9999999999999,1996,8,1
SPLIR,10271,1996-08-01,2.0,24,0.0,33,Geitost,4,Dairy Products,2.5,48.0,1996,8,1
RATTC,10272,1996-08-02,64.8,6,0.0,20,Sir Rodney's Marmalade,3,Confections,81.0,388.79999999999995,1996,8,2
RATTC,10272,1996-08-02,10.0,40,0.0,31,Gorgonzola Telino,4,Dairy Products,12.5,400.0,1996,8,2
RATTC,10272,1996-08-02,27.8,24,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,667.2,1996,8,2
QUICK,10273,1996-08-05,24.8,24,0.05,10,Ikura,8,Seafood,31.0,565.44,1996,8,5
QUICK,10273,1996-08-05,10.0,15,0.05,31,Gorgonzola Telino,4,Dairy Products,12.5,142.5,1996,8,5
QUICK,10273,1996-08-05,2.0,20,0.0,33,Geitost,4,Dairy Products,2.5,40.0,1996,8,5
QUICK,10273,1996-08-05,14.7,60,0.05,40,Boston Crab Meat,8,Seafood,18.4,837.9,1996,8,5
QUICK,10273,1996-08-05,14.4,33,0.05,76,Lakkalikööri,1,Beverages,18.0,451.43999999999994,1996,8,5
VINET,10274,1996-08-06,17.2,20,0.0,71,Flotemysost,4,Dairy Products,21.5,344.0,1996,8,6
VINET,10274,1996-08-06,27.8,7,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,194.6,1996,8,6
MAGAA,10275,1996-08-07,3.6,12,0.05,24,Guaraná Fantástica,1,Beverages,4.5,41.04,1996,8,7
MAGAA,10275,1996-08-07,44.0,6,0.05,59,Raclette Courdavault,4,Dairy Products,55.0,250.79999999999998,1996,8,7
TORTU,10276,1996-08-08,24.8,15,0.0,10,Ikura,8,Seafood,31.0,372.0,1996,8,8
TORTU,10276,1996-08-08,4.8,10,0.0,13,Konbu,8,Seafood,6.0,48.0,1996,8,8
MORGK,10277,1996-08-09,36.4,20,0.0,28,Rössle Sauerkraut,7,Produce,45.6,728.0,1996,8,9
MORGK,10277,1996-08-09,39.4,12,0.0,62,Tarte au sucre,3,Confections,49.3,472.79999999999995,1996,8,9
BERGS,10278,1996-08-12,15.5,16,0.0,44,Gula Malacca,2,Condiments,19.45,248.0,1996,8,12
BERGS,10278,1996-08-12,44.0,15,0.0,59,Raclette Courdavault,4,Dairy Products,55.0,660.0,1996,8,12
BERGS,10278,1996-08-12,35.1,8,0.0,63,Vegie-spread,2,Condiments,43.9,280.8,1996,8,12
BERGS,10278,1996-08-12,12.0,25,0.0,73,Röd Kaviar,8,Seafood,15.0,300.0,1996,8,12
LEHMS,10279,1996-08-13,31.2,15,0.25,17,Alice Mutton,6,Meat/Poultry,39.0,351.0,1996,8,13
BERGS,10280,1996-08-14,3.6,12,0.0,24,Guaraná Fantástica,1,Beverages,4.5,43.2,1996,8,14
BERGS,10280,1996-08-14,19.2,20,0.0,55,Pâté chinois,6,Meat/Poultry,24.0,384.0,1996,8,14
BERGS,10280,1996-08-14,6.2,30,0.0,75,Rhönbräu Klosterbier,1,Beverages,7.75,186.0,1996,8,14
ROMEY,10281,1996-08-14,7.3,1,0.0,19,Teatime Chocolate Biscuits,3,Confections,9.2,7.3,1996,8,14
ROMEY,10281,1996-08-14,3.6,6,0.0,24,Guaraná Fantástica,1,Beverages,4.5,21.6,1996,8,14
ROMEY,10281,1996-08-14,14.4,4,0.0,35,Steeleye Stout,1,Beverages,18.0,57.6,1996,8,14
ROMEY,10282,1996-08-15,20.7,6,0.0,30,Nord-Ost Matjeshering,8,Seafood,25.89,124.19999999999999,1996,8,15
ROMEY,10282,1996-08-15,15.6,2,0.0,57,Ravioli Angelo,5,Grains/Cereals,19.5,31.2,1996,8,15
LILAS,10283,1996-08-16,12.4,20,0.0,15,Genen Shouyu,2,Condiments,13.0,248.0,1996,8,16
LILAS,10283,1996-08-16,7.3,18,0.0,19,Teatime Chocolate Biscuits,3,Confections,9.2,131.4,1996,8,16
LILAS,10283,1996-08-16,27.2,35,0.0,60,Camembert Pierrot,4,Dairy Products,34.0,952.0,1996,8,16
LILAS,10283,1996-08-16,27.8,3,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,83.4,1996,8,16
LEHMS,10284,1996-08-19,35.1,15,0.25,27,Schoggi Schokolade,3,Confections,43.9,394.875,1996,8,19
LEHMS,10284,1996-08-19,15.5,21,0.0,44,Gula Malacca,2,Condiments,19.45,325.5,1996,8,19
LEHMS,10284,1996-08-19,27.2,20,0.25,60,Camembert Pierrot,4,Dairy Products,34.0,408.0,1996,8,19
LEHMS,10284,1996-08-19,11.2,5,0.25,67,Laughing Lumberjack Lager,1,Beverages,14.0,42.0,1996,8,19
QUICK,10285,1996-08-20,14.4,45,0.2,1,Chai,1,Beverages,18.0,518.4,1996,8,20
QUICK,10285,1996-08-20,14.7,40,0.2,40,Boston Crab Meat,8,Seafood,18.4,470.40000000000003,1996,8,20
QUICK,10285,1996-08-20,26.2,36,0.2,53,Perth Pasties,6,Meat/Poultry,32.8,754.56,1996,8,20
QUICK,10286,1996-08-21,14.4,100,0.0,35,Steeleye Stout,1,Beverages,18.0,1440.0,1996,8,21
QUICK,10286,1996-08-21,39.4,40,0.0,62,Tarte au sucre,3,Confections,49.3,1576.0,1996,8,21
RICAR,10287,1996-08-22,13.9,40,0.15,16,Pavlova,3,Confections,17.45,472.59999999999997,1996,8,22
RICAR,10287,1996-08-22,11.2,20,0.0,34,Sasquatch Ale,1,Beverages,14.0,224.0,1996,8,22
RICAR,10287,1996-08-22,9.6,15,0.15,46,Spegesild,8,Seafood,12.0,122.39999999999999,1996,8,22
REGGC,10288,1996-08-23,5.9,10,0.1,54,Tourtière,6,Meat/Poultry,7.45,53.1,1996,8,23
REGGC,10288,1996-08-23,10.0,3,0.1,68,Scottish Longbreads,3,Confections,12.5,27.0,1996,8,23
BSBEV,10289,1996-08-26,8.0,30,0.0,3,Aniseed Syrup,2,Condiments,10.0,240.0,1996,8,26
BSBEV,10289,1996-08-26,26.6,9,0.0,64,Wimmers gute Semmelknödel,5,Grains/Cereals,33.25,239.4,1996,8,26
COMMI,10290,1996-08-27,17.0,20,0.0,5,Chef Anton's Gumbo Mix,2,Condiments,21.35,340.0,1996,8,27
COMMI,10290,1996-08-27,99.0,15,0.0,29,Thüringer Rostbratwurst,6,Meat/Poultry,123.79,1485.0,1996,8,27
COMMI,10290,1996-08-27,16.0,15,0.0,49,Maxilaku,3,Confections,20.0,240.0,1996,8,27
COMMI,10290,1996-08-27,10.4,10,0.0,77,Original Frankfurter grüne Soße,2,Condiments,13.0,104.0,1996,8,27
QUEDE,10291,1996-08-27,4.8,20,0.1,13,Konbu,8,Seafood,6.0,86.4,1996,8,27
QUEDE,10291,1996-08-27,15.5,24,0.1,44,Gula Malacca,2,Condiments,19.45,334.8,1996,8,27
QUEDE,10291,1996-08-27,42.4,2,0.1,51,Manjimup Dried Apples,7,Produce,53.0,76.32,1996,8,27
TRADH,10292,1996-08-28,64.8,20,0.0,20,Sir Rodney's Marmalade,3,Confections,81.0,1296.0,1996,8,28
TORTU,10293,1996-08-29,50.0,12,0.0,18,Carnarvon Tigers,8,Seafood,62.5,600.0,1996,8,29
TORTU,10293,1996-08-29,3.6,10,0.0,24,Guaraná Fantástica,1,Beverages,4.5,36.0,1996,8,29
TORTU,10293,1996-08-29,35.1,5,0.0,63,Vegie-spread,2,Condiments,43.9,175.5,1996,8,29
TORTU,10293,1996-08-29,6.2,6,0.0,75,Rhönbräu Klosterbier,1,Beverages,7.75,37.2,1996,8,29
RATTC,10294,1996-08-30,14.4,18,0.0,1,Chai,1,Beverages,18.0,259.2,1996,8,30
RATTC,10294,1996-08-30,31.2,15,0.0,17,Alice Mutton,6,Meat/Poultry,39.0,468.0,1996,8,30
RATTC,10294,1996-08-30,36.8,15,0.0,43,Ipoh Coffee,1,Beverages,46.0,552.0,1996,8,30
RATTC,10294,1996-08-30,27.2,21,0.0,60,Camembert Pierrot,4,Dairy Products,34.0,571.1999999999999,1996,8,30
RATTC,10294,1996-08-30,6.2,6,0.0,75,Rhönbräu Klosterbier,1,Beverages,7.75,37.2,1996,8,30
VINET,10295,1996-09-02,30.4,4,0.0,56,Gnocchi di nonna Alice,5,Grains/Cereals,38.0,121.6,1996,9,2
LILAS,10296,1996-09-03,16.8,12,0.0,11,Queso Cabrales,4,Dairy Products,21.0,201.60000000000002,1996,9,3
LILAS,10296,1996-09-03,13.9,30,0.0,16,Pavlova,3,Confections,17.45,417.0,1996,9,3
LILAS,10296,1996-09-03,28.8,15,0.0,69,Gudbrandsdalsost,4,Dairy Products,36.0,432.0,1996,9,3
BLONP,10297,1996-09-04,14.4,60,0.0,39,Chartreuse verte,1,Beverages,18.0,864.0,1996,9,4
BLONP,10297,1996-09-04,27.8,20,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,556.0,1996,9,4
HUNGO,10298,1996-09-05,15.2,40,0.0,2,Chang,1,Beverages,19.0,608.0,1996,9,5
HUNGO,10298,1996-09-05,15.2,40,0.25,36,Inlagd Sill,8,Seafood,19.0,456.0,1996,9,5
HUNGO,10298,1996-09-05,44.0,30,0.25,59,Raclette Courdavault,4,Dairy Products,55.0,990.0,1996,9,5
HUNGO,10298,1996-09-05,39.4,15,0.0,62,Tarte au sucre,3,Confections,49.3,591.0,1996,9,5
RICAR,10299,1996-09-06,7.3,15,0.0,19,Teatime Chocolate Biscuits,3,Confections,9.2,109.5,1996,9,6
RICAR,10299,1996-09-06,12.0,20,0.0,70,Outback Lager,1,Beverages,15.0,240.0,1996,9,6
MAGAA,10300,1996-09-09,13.6,30,0.0,66,Louisiana Hot Spiced Okra,2,Condiments,17.0,408.0,1996,9,9
MAGAA,10300,1996-09-09,10.0,20,0.0,68,Scottish Longbreads,3,Confections,12.5,200.0,1996,9,9
WANDK,10301,1996-09-09,14.7,10,0.0,40,Boston Crab Meat,8,Seafood,18.4,147.0,1996,9,9
WANDK,10301,1996-09-09,30.4,20,0.0,56,Gnocchi di nonna Alice,5,Grains/Cereals,38.0,608.0,1996,9,9
SUPRD,10302,1996-09-10,31.2,40,0.0,17,Alice Mutton,6,Meat/Poultry,39.0,1248.0,1996,9,10
SUPRD,10302,1996-09-10,36.4,28,0.0,28,Rössle Sauerkraut,7,Produce,45.6,1019.1999999999999,1996,9,10
SUPRD,10302,1996-09-10,36.8,12,0.0,43,Ipoh Coffee,1,Beverages,46.0,441.59999999999997,1996,9,10
GODOS,10303,1996-09-11,14.7,40,0.1,40,Boston Crab Meat,8,Seafood,18.4,529.2,1996,9,11
GODOS,10303,1996-09-11,16.8,30,0.1,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,453.6,1996,9,11
GODOS,10303,1996-09-11,10.0,15,0.1,68,Scottish Longbreads,3,Confections,12.5,135.0,1996,9,11
TORTU,10304,1996-09-12,16.0,30,0.0,49,Maxilaku,3,Confections,20.0,480.0,1996,9,12
TORTU,10304,1996-09-12,44.0,10,0.0,59,Raclette Courdavault,4,Dairy Products,55.0,440.0,1996,9,12
TORTU,10304,1996-09-12,17.2,2,0.0,71,Flotemysost,4,Dairy Products,21.5,34.4,1996,9,12
OLDWO,10305,1996-09-13,50.0,25,0.1,18,Carnarvon Tigers,8,Seafood,62.5,1125.0,1996,9,13
OLDWO,10305,1996-09-13,99.0,25,0.1,29,Thüringer Rostbratwurst,6,Meat/Poultry,123.79,2227.5,1996,9,13
OLDWO,10305,1996-09-13,14.4,30,0.1,39,Chartreuse verte,1,Beverages,18.0,388.8,1996,9,13
ROMEY,10306,1996-09-16,20.7,10,0.0,30,Nord-Ost Matjeshering,8,Seafood,25.89,207.0,1996,9,16
ROMEY,10306,1996-09-16,26.2,10,0.0,53,Perth Pasties,6,Meat/Poultry,32.8,262.0,1996,9,16
ROMEY,10306,1996-09-16,5.9,5,0.0,54,Tourtière,6,Meat/Poultry,7.45,29.5,1996,9,16
LONEP,10307,1996-09-17,39.4,10,0.0,62,Tarte au sucre,3,Confections,49.3,394.0,1996,9,17
LONEP,10307,1996-09-17,10.0,3,0.0,68,Scottish Longbreads,3,Confections,12.5,30.0,1996,9,17
ANATR,10308,1996-09-18,28.8,1,0.0,69,Gudbrandsdalsost,4,Dairy Products,36.0,28.8,1996,9,18
ANATR,10308,1996-09-18,12.0,5,0.0,70,Outback Lager,1,Beverages,15.0,60.0,1996,9,18
HUNGO,10309,1996-09-19,17.6,20,0.0,4,Chef Anton's Cajun Seasoning,2,Condiments,22.0,352.0,1996,9,19
HUNGO,10309,1996-09-19,20.0,30,0.0,6,Grandma's Boysenberry Spread,2,Condiments,25.0,600.0,1996,9,19
HUNGO,10309,1996-09-19,11.2,2,0.0,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14.0,22.4,1996,9,19
HUNGO,10309,1996-09-19,36.8,20,0.0,43,Ipoh Coffee,1,Beverages,46.0,736.0,1996,9,19
HUNGO,10309,1996-09-19,17.2,3,0.0,71,Flotemysost,4,Dairy Products,21.5,51.599999999999994,1996,9,19
THEBI,10310,1996-09-20,13.9,10,0.0,16,Pavlova,3,Confections,17.45,139.0,1996,9,20
THEBI,10310,1996-09-20,39.4,5,0.0,62,Tarte au sucre,3,Confections,49.3,197.0,1996,9,20
DUMON,10311,1996-09-20,11.2,6,0.0,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14.0,67.19999999999999,1996,9,20
DUMON,10311,1996-09-20,28.8,7,0.0,69,Gudbrandsdalsost,4,Dairy Products,36.0,201.6,1996,9,20
WANDK,10312,1996-09-23,36.4,4,0.0,28,Rössle Sauerkraut,7,Produce,45.6,145.6,1996,9,23
WANDK,10312,1996-09-23,36.8,24,0.0,43,Ipoh Coffee,1,Beverages,46.0,883.1999999999999,1996,9,23
WANDK,10312,1996-09-23,26.2,20,0.0,53,Perth Pasties,6,Meat/Poultry,32.8,524.0,1996,9,23
WANDK,10312,1996-09-23,6.2,10,0.0,75,Rhönbräu Klosterbier,1,Beverages,7.75,62.0,1996,9,23
QUICK,10313,1996-09-24,15.2,12,0.0,36,Inlagd Sill,8,Seafood,19.0,182.39999999999998,1996,9,24
RATTC,10314,1996-09-25,25.6,40,0.1,32,Mascarpone Fabioli,4,Dairy Products,32.0,921.6,1996,9,25
RATTC,10314,1996-09-25,10.6,30,0.1,58,Escargots de Bourgogne,8,Seafood,13.25,286.2,1996,9,25
RATTC,10314,1996-09-25,39.4,25,0.1,62,Tarte au sucre,3,Confections,49.3,886.5,1996,9,25
ISLAT,10315,1996-09-26,11.2,14,0.0,34,Sasquatch Ale,1,Beverages,14.0,156.79999999999998,1996,9,26
ISLAT,10315,1996-09-26,12.0,30,0.0,70,Outback Lager,1,Beverages,15.0,360.0,1996,9,26
RATTC,10316,1996-09-27,7.7,10,0.0,41,Jack's New England Clam Chowder,8,Seafood,9.65,77.0,1996,9,27
RATTC,10316,1996-09-27,39.4,70,0.0,62,Tarte au sucre,3,Confections,49.3,2758.0,1996,9,27
LONEP,10317,1996-09-30,14.4,20,0.0,1,Chai,1,Beverages,18.0,288.0,1996,9,30
ISLAT,10318,1996-10-01,7.7,20,0.0,41,Jack's New England Clam Chowder,8,Seafood,9.65,154.0,1996,10,1
ISLAT,10318,1996-10-01,14.4,6,0.0,76,Lakkalikööri,1,Beverages,18.0,86.4,1996,10,1
TORTU,10319,1996-10-02,31.2,8,0.0,17,Alice Mutton,6,Meat/Poultry,39.0,249.6,1996,10,2
TORTU,10319,1996-10-02,36.4,14,0.0,28,Rössle Sauerkraut,7,Produce,45.6,509.59999999999997,1996,10,2
TORTU,10319,1996-10-02,14.4,30,0.0,76,Lakkalikööri,1,Beverages,18.0,432.0,1996,10,2
WARTH,10320,1996-10-03,17.2,30,0.0,71,Flotemysost,4,Dairy Products,21.5,516.0,1996,10,3
ISLAT,10321,1996-10-03,14.4,10,0.0,35,Steeleye Stout,1,Beverages,18.0,144.0,1996,10,3
PERIC,10322,1996-10-04,5.6,20,0.0,52,Filo Mix,5,Grains/Cereals,7.0,112.0,1996,10,4
KOENE,10323,1996-10-07,12.4,5,0.0,15,Genen Shouyu,2,Condiments,13.0,62.0,1996,10,7
KOENE,10323,1996-10-07,11.2,4,0.0,25,NuNuCa Nuß-Nougat-Creme,3,Confections,14.0,44.8,1996,10,7
KOENE,10323,1996-10-07,14.4,4,0.0,39,Chartreuse verte,1,Beverages,18.0,57.6,1996,10,7
SAVEA,10324,1996-10-08,13.9,21,0.15,16,Pavlova,3,Confections,17.45,248.115,1996,10,8
SAVEA,10324,1996-10-08,14.4,70,0.15,35,Steeleye Stout,1,Beverages,18.0,856.8,1996,10,8
SAVEA,10324,1996-10-08,9.6,30,0.0,46,Spegesild,8,Seafood,12.0,288.0,1996,10,8
SAVEA,10324,1996-10-08,44.0,40,0.15,59,Raclette Courdavault,4,Dairy Products,55.0,1496.0,1996,10,8
SAVEA,10324,1996-10-08,35.1,80,0.15,63,Vegie-spread,2,Condiments,43.9,2386.7999999999997,1996,10,8
KOENE,10325,1996-10-09,20.0,6,0.0,6,Grandma's Boysenberry Spread,2,Condiments,25.0,120.0,1996,10,9
KOENE,10325,1996-10-09,4.8,12,0.0,13,Konbu,8,Seafood,6.0,57.599999999999994,1996,10,9
KOENE,10325,1996-10-09,18.6,9,0.0,14,Tofu,7,Produce,23.25,167.4,1996,10,9
KOENE,10325,1996-10-09,10.0,4,0.0,31,Gorgonzola Telino,4,Dairy Products,12.5,40.0,1996,10,9
KOENE,10325,1996-10-09,27.8,40,0.0,72,Mozzarella di Giovanni,4,Dairy Products,34.8,1112.0,1996,10,9
BOLID,10326,1996-10-10,17.6,24,0.0,4,Chef Anton's Cajun Seasoning,2,Condiments,22.0,422.40000000000003,1996,10,10
BOLID,10326,1996-10-10,15.6,16,0.0,57,Ravioli Angelo,5,Grains/Cereals,19.5,249.6,1996,10,10
BOLID,10326,1996-10-10,6.2,50,0.0,75,Rhönbräu Klosterbier,1,Beverages,7.75,310.0,1996,10,10
FOLKO,10327,1996-10-11,15.2,25,0.2,2,Chang,1,Beverages,19.0,304.0,1996,10,11
FOLKO,10327,1996-10-11,16.8,50,0.2,11,Queso Cabrales,4,Dairy Products,21.0,672.0,1996,10,11
FOLKO,10327,1996-10-11,20.7,35,0.2,30,Nord-Ost Matjeshering,8,Seafood,25.89,579.6,1996,10,11
FOLKO,10327,1996-10-11,10.6,30,0.2,58,Escargots de Bourgogne,8,Seafood,13.25,254.4,1996,10,11
FURIB,10328,1996-10-14,44.0,9,0.0,59,Raclette Courdavault,4,Dairy Products,55.0,396.0,1996,10,14
FURIB,10328,1996-10-14,16.8,40,0.0,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,21.05,672.0,1996,10,14
FURIB,10328,1996-10-14,10.0,10,0.0,68,Scottish Longbreads,3,Confections,12.5,100.0,1996,10,14
SPLIR,10329,1996-10-15,7.3,10,0.05,19,Teatime Chocolate Biscuits,3,Confections,9.2,69.35,1996,10,15
SPLIR,10329,1996-10-15,20.7,8,0.05,30,Nord-Ost Matjeshering,8,Seafood,25.89,157.32,1996,10,15
SPLIR,10329,1996-10-15,210.8,20,0.05,38,Côte de Blaye,1,Beverages,263.5,4005.2,1996,10,15
SPLIR,10329,1996-10-15,30.4,12,0.05,56,Gnocchi di nonna Alice,5,Grains/Cereals,38.0,346.55999999999995,1996,10,15
LILAS,10330,1996-10-16,24.9,50,0.15,26,Gumbär Gummibärchen,3,Confections,31.23,1058.25,1996,10,16
LILAS,10330,1996-10-16,27.8,25,0.15,72,Mozzarella di Giovanni,4,Dairy Products,34.8,590.75,1996,10,16
BONAP,10331,1996-10-16,5.9,15,0.0,54,Tourtière,6,Meat/Poultry,7.45,88.5,1996,10,16
MEREP,10332,1996-10-17,50.0,40,0.2,18,Carnarvon Tigers,8,Seafood,62.5,1600.0,1996,10,17
MEREP,10332,1996-10-17,11.2,10,0.2,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,14.0,89.60000000000001,1996,10,17
MEREP,10332,1996-10-17,7.6,16,0.2,47,Zaanse koeken,3,Confections,9.5,97.28,1996,10,17
