order_id,order_date,customer_id,product_id,product_name,category_id,unit_price,quantity,discount,total_sales,Year,Month,Day,TotalOrders,AvgOrderValue,TotalQuantity,AvgPrice
10259,1996-07-18,CENTC,21,Sir Rodney's Scones,3,8.0,10,0.0,80.0,1996,7,18,1,50.39999961853027,1016,9.384615384615385
10259,1996-07-18,CENTC,37,Gravad lax,8,20.8,1,0.0,20.799999237060547,1996,7,18,1,50.39999961853027,125,23.400000000000002
10260,1996-07-19,OTTIK,41,Jack's New England Clam Chowder,8,7.7,16,0.25,92.39999771118164,1996,7,19,10,430.9034470076448,981,9.193617021276596
10260,1996-07-19,OTTIK,57,Ravioli Angelo,5,15.6,50,0.0,780.0000190734863,1996,7,19,10,430.9034470076448,434,18.143478260869564
10260,1996-07-19,OTTIK,62,Tarte au sucre,3,39.4,15,0.25,443.2500171661377,1996,7,19,10,430.9034470076448,1083,46.412499999999994
10260,1996-07-19,OTTIK,70,Outback Lager,1,12.0,21,0.25,189.0,1996,7,19,10,430.9034470076448,817,14.153846153846153
10261,1996-07-19,QUEDE,21,Sir Rodney's Scones,3,8.0,20,0.0,160.0,1996,7,19,9,277.7004141537038,1016,9.384615384615385
10261,1996-07-19,QUEDE,35,Steeleye Stout,1,14.4,20,0.0,287.99999237060547,1996,7,19,9,277.7004141537038,883,17.0
10262,1996-07-22,RATTC,5,Chef Anton's Gumbo Mix,2,17.0,12,0.2,163.19999939203262,1996,7,22,18,719.6873356094115,298,19.610000000000003
10262,1996-07-22,RATTC,7,Uncle Bob's Organic Dried Pears,7,24.0,15,0.0,360.0,1996,7,22,18,719.6873356094115,763,29.17241379310345
10262,1996-07-22,RATTC,56,Gnocchi di nonna Alice,5,30.4,2,0.0,60.79999923706055,1996,7,22,18,719.6873356094115,1263,35.416
10263,1996-07-23,ERNSH,16,Pavlova,3,13.9,60,0.25,625.4999828338623,1996,7,23,30,1028.186060232132,1158,16.37674418604651
10263,1996-07-23,ERNSH,24,Guaraná Fantástica,1,3.6,28,0.0,100.79999732971191,1996,7,23,30,1028.186060232132,1125,4.235294117647059
10263,1996-07-23,ERNSH,30,Nord-Ost Matjeshering,8,20.7,60,0.25,931.5000343322754,1996,7,23,30,1028.186060232132,612,24.268125
10263,1996-07-23,ERNSH,74,Longlife Tofu,7,8.0,36,0.25,216.0,1996,7,23,30,1028.186060232132,297,8.76923076923077
10264,1996-07-24,FOLKO,2,Chang,1,15.2,35,0.0,531.9999933242798,1996,7,24,19,657.0569442228145,1057,17.87727272727273
10264,1996-07-24,FOLKO,41,Jack's New England Clam Chowder,8,7.7,25,0.15,163.62499479949477,1996,7,24,19,657.0569442228145,981,9.193617021276596
10265,1996-07-25,BLONP,17,Alice Mutton,6,31.2,30,0.0,936.0000228881836,1996,7,25,11,712.8492338209655,978,36.47027027027027
10265,1996-07-25,BLONP,70,Outback Lager,1,12.0,20,0.0,240.0,1996,7,25,11,712.8492338209655,817,14.153846153846153
10266,1996-07-26,WARTH,12,Queso Manchego La Pastora,4,30.4,12,0.05,346.55999537944797,1996,7,26,15,422.937907717675,344,36.91428571428571
10267,1996-07-29,FRANK,40,Boston Crab Meat,8,14.7,50,0.0,734.9999904632568,1996,7,29,15,555.3449875831253,1103,17.226829268292683
10267,1996-07-29,FRANK,59,Raclette Courdavault,4,44.0,70,0.15,2617.9999816417694,1996,7,29,15,555.3449875831253,1496,51.129629629629626
10267,1996-07-29,FRANK,76,Lakkalikööri,1,14.4,15,0.15,183.5999938488007,1996,7,29,15,555.3449875831253,981,16.984615384615385
10268,1996-07-30,GROSR,29,Thüringer Rostbratwurst,6,99.0,10,0.0,990.0,1996,7,30,2,372.17499923706055,746,116.043125
10268,1996-07-30,GROSR,72,Mozzarella di Giovanni,4,27.8,4,0.0,111.19999694824219,1996,7,30,2,372.17499923706055,806,32.036842105263155
10269,1996-07-31,WHITC,33,Geitost,4,2.0,60,0.05,113.99999991059303,1996,7,31,14,684.09012250527,755,2.328125
10269,1996-07-31,WHITC,72,Mozzarella di Giovanni,4,27.8,20,0.05,528.1999850898981,1996,7,31,14,684.09012250527,806,32.036842105263155
10270,1996-08-01,WARTH,36,Inlagd Sill,8,15.2,30,0.0,455.9999942779541,1996,8,1,15,422.937907717675,805,17.896774193548385
10270,1996-08-01,WARTH,43,Ipoh Coffee,1,36.8,25,0.0,919.9999809265137,1996,8,1,15,422.937907717675,580,43.042857142857144
10271,1996-08-01,SPLIR,33,Geitost,4,2.0,24,0.0,48.0,1996,8,1,9,572.081503613539,755,2.328125
10272,1996-08-02,RATTC,20,Sir Rodney's Marmalade,3,64.8,6,0.0,388.8000183105469,1996,8,2,18,719.6873356094115,313,75.9375
10272,1996-08-02,RATTC,31,Gorgonzola Telino,4,10.0,40,0.0,400.0,1996,8,2,18,719.6873356094115,1397,11.666666666666666
10272,1996-08-02,RATTC,72,Mozzarella di Giovanni,4,27.8,24,0.0,667.1999816894531,1996,8,2,18,719.6873356094115,806,32.036842105263155
10273,1996-08-05,QUICK,10,Ikura,8,24.8,24,0.05,565.4399821615219,1996,8,5,28,1282.294244539463,742,29.684848484848487
10273,1996-08-05,QUICK,31,Gorgonzola Telino,4,10.0,15,0.05,142.4999998882413,1996,8,5,28,1282.294244539463,1397,11.666666666666666
10273,1996-08-05,QUICK,33,Geitost,4,2.0,20,0.0,40.0,1996,8,5,28,1282.294244539463,755,2.328125
10273,1996-08-05,QUICK,40,Boston Crab Meat,8,14.7,60,0.05,837.8999884709716,1996,8,5,28,1282.294244539463,1103,17.226829268292683
10273,1996-08-05,QUICK,76,Lakkalikööri,1,14.4,33,0.05,451.4399876868725,1996,8,5,28,1282.294244539463,981,16.984615384615385
10274,1996-08-06,VINET,71,Flotemysost,4,17.2,20,0.0,344.00001525878906,1996,8,6,5,148.00000019073485,1057,19.75952380952381
10274,1996-08-06,VINET,72,Mozzarella di Giovanni,4,27.8,7,0.0,194.59999465942383,1996,8,6,5,148.00000019073485,806,32.036842105263155
10275,1996-08-07,MAGAA,24,Guaraná Fantástica,1,3.6,12,0.05,41.03999888062477,1996,8,7,10,341.72452147664416,1125,4.235294117647059
10275,1996-08-07,MAGAA,59,Raclette Courdavault,4,44.0,6,0.05,250.79999980330467,1996,8,7,10,341.72452147664416,1496,51.129629629629626
10276,1996-08-08,TORTU,10,Ikura,8,24.8,15,0.0,371.9999885559082,1996,8,8,10,372.8327597914071,742,29.684848484848487
10276,1996-08-08,TORTU,13,Konbu,8,4.8,10,0.0,48.00000190734863,1996,8,8,10,372.8327597914071,891,5.76
10277,1996-08-09,MORGK,28,Rössle Sauerkraut,7,36.4,20,0.0,728.0000305175781,1996,8,9,5,458.3818213722923,640,41.97575757575758
10277,1996-08-09,MORGK,62,Tarte au sucre,3,39.4,12,0.0,472.8000183105469,1996,8,9,5,458.3818213722923,1083,46.412499999999994
10278,1996-08-12,BERGS,44,Gula Malacca,2,15.5,16,0.0,248.0,1996,8,12,18,479.376489057038,601,18.133333333333333
10278,1996-08-12,BERGS,59,Raclette Courdavault,4,44.0,15,0.0,660.0,1996,8,12,18,479.376489057038,1496,51.129629629629626
10278,1996-08-12,BERGS,63,Vegie-spread,2,35.1,8,0.0,280.79998779296875,1996,8,12,18,479.376489057038,445,40.794117647058826
10278,1996-08-12,BERGS,73,Röd Kaviar,8,12.0,25,0.0,300.0,1996,8,12,18,479.376489057038,293,14.357142857142858
10279,1996-08-13,LEHMS,17,Alice Mutton,6,31.2,15,0.25,351.00000858306885,1996,8,13,15,493.8823065351752,978,36.47027027027027
10280,1996-08-14,BERGS,24,Guaraná Fantástica,1,3.6,12,0.0,43.19999885559082,1996,8,14,18,479.376489057038,1125,4.235294117647059
10280,1996-08-14,BERGS,55,Pâté chinois,6,19.2,20,0.0,384.00001525878906,1996,8,14,18,479.376489057038,903,22.400000000000002
10280,1996-08-14,BERGS,75,Rhönbräu Klosterbier,1,6.2,30,0.0,185.9999942779541,1996,8,14,18,479.376489057038,1155,7.379347826086956
10281,1996-08-14,ROMEY,19,Teatime Chocolate Biscuits,3,7.3,1,0.0,7.300000190734863,1996,8,14,5,104.80642989703587,723,8.532432432432433
10281,1996-08-14,ROMEY,24,Guaraná Fantástica,1,3.6,6,0.0,21.59999942779541,1996,8,14,5,104.80642989703587,1125,4.235294117647059
10281,1996-08-14,ROMEY,35,Steeleye Stout,1,14.4,4,0.0,57.599998474121094,1996,8,14,5,104.80642989703587,883,17.0
10282,1996-08-15,ROMEY,30,Nord-Ost Matjeshering,8,20.7,6,0.0,124.20000457763672,1996,8,15,5,104.80642989703587,612,24.268125
10282,1996-08-15,ROMEY,57,Ravioli Angelo,5,15.6,2,0.0,31.200000762939453,1996,8,15,5,104.80642989703587,434,18.143478260869564
10283,1996-08-16,LILAS,15,Genen Shouyu,2,12.4,20,0.0,247.99999237060547,1996,8,16,14,472.8411741456039,122,14.466666666666667
10283,1996-08-16,LILAS,19,Teatime Chocolate Biscuits,3,7.3,18,0.0,131.40000343322754,1996,8,16,14,472.8411741456039,723,8.532432432432433
10283,1996-08-16,LILAS,60,Camembert Pierrot,4,27.2,35,0.0,952.0000267028809,1996,8,16,14,472.8411741456039,1577,32.13333333333333
10283,1996-08-16,LILAS,72,Mozzarella di Giovanni,4,27.8,3,0.0,83.39999771118164,1996,8,16,14,472.8411741456039,806,32.036842105263155
10284,1996-08-19,LEHMS,27,Schoggi Schokolade,3,35.1,15,0.25,394.8749828338623,1996,8,19,15,493.8823065351752,365,40.96666666666667
10284,1996-08-19,LEHMS,44,Gula Malacca,2,15.5,21,0.0,325.5,1996,8,19,15,493.8823065351752,601,18.133333333333333
10284,1996-08-19,LEHMS,60,Camembert Pierrot,4,27.2,20,0.25,408.0000114440918,1996,8,19,15,493.8823065351752,1577,32.13333333333333
10284,1996-08-19,LEHMS,67,Laughing Lumberjack Lager,1,11.2,5,0.25,41.99999928474426,1996,8,19,15,493.8823065351752,184,13.719999999999999
10285,1996-08-20,QUICK,1,Chai,1,14.4,45,0.2,518.3999843358994,1996,8,20,28,1282.294244539463,828,17.147368421052633
10285,1996-08-20,QUICK,40,Boston Crab Meat,8,14.7,40,0.2,470.39999214410784,1996,8,20,28,1282.294244539463,1103,17.226829268292683
10285,1996-08-20,QUICK,53,Perth Pasties,6,26.2,36,0.2,754.5600191617011,1996,8,20,28,1282.294244539463,722,30.16
10286,1996-08-21,QUICK,35,Steeleye Stout,1,14.4,100,0.0,1439.9999618530273,1996,8,21,28,1282.294244539463,883,17.0
10286,1996-08-21,QUICK,62,Tarte au sucre,3,39.4,40,0.0,1576.0000610351562,1996,8,21,28,1282.294244539463,1083,46.412499999999994
10287,1996-08-22,RICAR,16,Pavlova,3,13.9,40,0.15,472.59998371601114,1996,8,22,11,461.14074122629785,1158,16.37674418604651
10287,1996-08-22,RICAR,34,Sasquatch Ale,1,11.2,20,0.0,223.99999618530273,1996,8,22,11,461.14074122629785,506,12.968421052631578
10287,1996-08-22,RICAR,46,Spegesild,8,9.6,15,0.15,122.4000040054321,1996,8,22,11,461.14074122629785,548,11.11111111111111
10288,1996-08-23,REGGC,54,Tourtière,6,5.9,10,0.1,53.10000077039003,1996,8,23,12,320.37454404237593,755,6.804166666666667
10288,1996-08-23,REGGC,68,Scottish Longbreads,3,10.0,3,0.1,26.999999955296516,1996,8,23,12,320.37454404237593,799,11.544117647058824
10289,1996-08-26,BSBEV,3,Aniseed Syrup,2,8.0,30,0.0,240.0,1996,8,26,10,276.8136359128085,328,9.5
10289,1996-08-26,BSBEV,64,Wimmers gute Semmelknödel,5,26.6,9,0.0,239.40000343322754,1996,8,26,10,276.8136359128085,740,31.033333333333335
10290,1996-08-27,COMMI,5,Chef Anton's Gumbo Mix,2,17.0,20,0.0,340.0,1996,8,27,5,381.0749990463257,298,19.610000000000003
10290,1996-08-27,COMMI,29,Thüringer Rostbratwurst,6,99.0,15,0.0,1485.0,1996,8,27,5,381.0749990463257,746,116.043125
10290,1996-08-27,COMMI,49,Maxilaku,3,16.0,15,0.0,240.0,1996,8,27,5,381.0749990463257,520,18.476190476190474
10290,1996-08-27,COMMI,77,Original Frankfurter grüne Soße,2,10.4,10,0.0,103.99999618530273,1996,8,27,5,381.0749990463257,791,12.110526315789473
10291,1996-08-27,QUEDE,13,Konbu,8,4.8,20,0.1,86.40000329017639,1996,8,27,9,277.7004141537038,891,5.76
10291,1996-08-27,QUEDE,44,Gula Malacca,2,15.5,24,0.1,334.7999994456768,1996,8,27,9,277.7004141537038,601,18.133333333333333
10291,1996-08-27,QUEDE,51,Manjimup Dried Apples,7,42.4,2,0.1,76.32000262022018,1996,8,27,9,277.7004141537038,886,50.55384615384615
10292,1996-08-28,TRADH,20,Sir Rodney's Marmalade,3,64.8,20,0.0,1296.0000610351562,1996,8,28,6,526.974156395339,313,75.9375
10293,1996-08-29,TORTU,18,Carnarvon Tigers,8,50.0,12,0.0,600.0,1996,8,29,10,372.8327597914071,539,59.72222222222222
10293,1996-08-29,TORTU,24,Guaraná Fantástica,1,3.6,10,0.0,35.999999046325684,1996,8,29,10,372.8327597914071,1125,4.235294117647059
10293,1996-08-29,TORTU,63,Vegie-spread,2,35.1,5,0.0,175.49999237060547,1996,8,29,10,372.8327597914071,445,40.794117647058826
10293,1996-08-29,TORTU,75,Rhönbräu Klosterbier,1,6.2,6,0.0,37.19999885559082,1996,8,29,10,372.8327597914071,1155,7.379347826086956
10294,1996-08-30,RATTC,1,Chai,1,14.4,18,0.0,259.1999931335449,1996,8,30,18,719.6873356094115,828,17.147368421052633
10294,1996-08-30,RATTC,17,Alice Mutton,6,31.2,15,0.0,468.0000114440918,1996,8,30,18,719.6873356094115,978,36.47027027027027
10294,1996-08-30,RATTC,43,Ipoh Coffee,1,36.8,15,0.0,551.9999885559082,1996,8,30,18,719.6873356094115,580,43.042857142857144
10294,1996-08-30,RATTC,60,Camembert Pierrot,4,27.2,21,0.0,571.2000160217285,1996,8,30,18,719.6873356094115,1577,32.13333333333333
10294,1996-08-30,RATTC,75,Rhönbräu Klosterbier,1,6.2,6,0.0,37.19999885559082,1996,8,30,18,719.6873356094115,1155,7.379347826086956
10295,1996-09-02,VINET,56,Gnocchi di nonna Alice,5,30.4,4,0.0,121.5999984741211,1996,9,2,5,148.00000019073485,1263,35.416
10296,1996-09-03,LILAS,11,Queso Cabrales,4,16.8,12,0.0,201.59999084472656,1996,9,3,14,472.8411741456039,706,19.599999999999998
10296,1996-09-03,LILAS,16,Pavlova,3,13.9,30,0.0,416.9999885559082,1996,9,3,14,472.8411741456039,1158,16.37674418604651
10296,1996-09-03,LILAS,69,Gudbrandsdalsost,4,28.8,15,0.0,431.9999885559082,1996,9,3,14,472.8411741456039,714,33.44516129032258
10297,1996-09-04,BLONP,39,Chartreuse verte,1,14.4,60,0.0,863.9999771118164,1996,9,4,11,712.8492338209655,793,16.68
10297,1996-09-04,BLONP,72,Mozzarella di Giovanni,4,27.8,20,0.0,555.9999847412109,1996,9,4,11,712.8492338209655,806,32.036842105263155
10298,1996-09-05,HUNGO,2,Chang,1,15.2,40,0.0,607.9999923706055,1996,9,5,19,908.7255469362816,1057,17.87727272727273
10298,1996-09-05,HUNGO,36,Inlagd Sill,8,15.2,40,0.25,455.9999942779541,1996,9,5,19,908.7255469362816,805,17.896774193548385
10298,1996-09-05,HUNGO,59,Raclette Courdavault,4,44.0,30,0.25,990.0,1996,9,5,19,908.7255469362816,1496,51.129629629629626
10298,1996-09-05,HUNGO,62,Tarte au sucre,3,39.4,15,0.0,591.0000228881836,1996,9,5,19,908.7255469362816,1083,46.412499999999994
10299,1996-09-06,RICAR,19,Teatime Chocolate Biscuits,3,7.3,15,0.0,109.50000286102295,1996,9,6,11,461.14074122629785,723,8.532432432432433
10299,1996-09-06,RICAR,70,Outback Lager,1,12.0,20,0.0,240.0,1996,9,6,11,461.14074122629785,817,14.153846153846153
10300,1996-09-09,MAGAA,66,Louisiana Hot Spiced Okra,2,13.6,30,0.0,408.0000114440918,1996,9,9,10,341.72452147664416,239,15.3
10300,1996-09-09,MAGAA,68,Scottish Longbreads,3,10.0,20,0.0,200.0,1996,9,9,10,341.72452147664416,799,11.544117647058824
10301,1996-09-09,WANDK,40,Boston Crab Meat,8,14.7,10,0.0,146.99999809265137,1996,9,9,10,368.7855754988841,1103,17.226829268292683
10301,1996-09-09,WANDK,56,Gnocchi di nonna Alice,5,30.4,20,0.0,607.9999923706055,1996,9,9,10,368.7855754988841,1263,35.416
10302,1996-09-10,SUPRD,17,Alice Mutton,6,31.2,40,0.0,1248.0000305175781,1996,9,10,12,617.6610328543186,978,36.47027027027027
10302,1996-09-10,SUPRD,28,Rössle Sauerkraut,7,36.4,28,0.0,1019.2000427246094,1996,9,10,12,617.6610328543186,640,41.97575757575758
10302,1996-09-10,SUPRD,43,Ipoh Coffee,1,36.8,12,0.0,441.59999084472656,1996,9,10,12,617.6610328543186,580,43.042857142857144
10303,1996-09-11,GODOS,40,Boston Crab Meat,8,14.7,40,0.1,529.1999922573566,1996,9,11,10,440.2446136452601,1103,17.226829268292683
10303,1996-09-11,GODOS,65,Louisiana Fiery Hot Pepper Sauce,2,16.8,30,0.1,453.5999786496163,1996,9,11,10,440.2446136452601,745,19.45625
10303,1996-09-11,GODOS,68,Scottish Longbreads,3,10.0,15,0.1,134.99999977648258,1996,9,11,10,440.2446136452601,799,11.544117647058824
10304,1996-09-12,TORTU,49,Maxilaku,3,16.0,30,0.0,480.0,1996,9,12,10,372.8327597914071,520,18.476190476190474
10304,1996-09-12,TORTU,59,Raclette Courdavault,4,44.0,10,0.0,440.0,1996,9,12,10,372.8327597914071,1496,51.129629629629626
10304,1996-09-12,TORTU,71,Flotemysost,4,17.2,2,0.0,34.400001525878906,1996,9,12,10,372.8327597914071,1057,19.75952380952381
10305,1996-09-13,OLDWO,18,Carnarvon Tigers,8,50.0,25,0.1,1124.9999981373549,1996,9,13,10,632.3942709732801,539,59.72222222222222
10305,1996-09-13,OLDWO,29,Thüringer Rostbratwurst,6,99.0,25,0.1,2227.4999963119626,1996,9,13,10,632.3942709732801,746,116.043125
10305,1996-09-13,OLDWO,39,Chartreuse verte,1,14.4,30,0.1,388.79998905658726,1996,9,13,10,632.3942709732801,793,16.68
10306,1996-09-16,ROMEY,30,Nord-Ost Matjeshering,8,20.7,10,0.0,207.00000762939453,1996,9,16,5,104.80642989703587,612,24.268125
10306,1996-09-16,ROMEY,53,Perth Pasties,6,26.2,10,0.0,262.00000762939453,1996,9,16,5,104.80642989703587,722,30.16
10306,1996-09-16,ROMEY,54,Tourtière,6,5.9,5,0.0,29.500000476837158,1996,9,16,5,104.80642989703587,755,6.804166666666667
10307,1996-09-17,LONEP,62,Tarte au sucre,3,39.4,10,0.0,394.00001525878906,1996,9,17,8,304.18571390424455,1083,46.412499999999994
10307,1996-09-17,LONEP,68,Scottish Longbreads,3,10.0,3,0.0,30.0,1996,9,17,8,304.18571390424455,799,11.544117647058824
10308,1996-09-18,ANATR,69,Gudbrandsdalsost,4,28.8,1,0.0,28.799999237060547,1996,9,18,4,140.2949990272522,714,33.44516129032258
10308,1996-09-18,ANATR,70,Outback Lager,1,12.0,5,0.0,60.0,1996,9,18,4,140.2949990272522,817,14.153846153846153
10309,1996-09-19,HUNGO,4,Chef Anton's Cajun Seasoning,2,17.6,20,0.0,352.00000762939453,1996,9,19,19,908.7255469362816,453,20.68
10309,1996-09-19,HUNGO,6,Grandma's Boysenberry Spread,2,20.0,30,0.0,600.0,1996,9,19,19,908.7255469362816,301,24.166666666666668
10309,1996-09-19,HUNGO,42,Singaporean Hokkien Fried Mee,5,11.2,2,0.0,22.399999618530273,1996,9,19,19,908.7255469362816,697,13.206666666666667
10309,1996-09-19,HUNGO,43,Ipoh Coffee,1,36.8,20,0.0,735.9999847412109,1996,9,19,19,908.7255469362816,580,43.042857142857144
10309,1996-09-19,HUNGO,71,Flotemysost,4,17.2,3,0.0,51.60000228881836,1996,9,19,19,908.7255469362816,1057,19.75952380952381
10310,1996-09-20,THEBI,16,Pavlova,3,13.9,10,0.0,138.99999618530273,1996,9,20,4,480.1428576878139,1158,16.37674418604651
10310,1996-09-20,THEBI,62,Tarte au sucre,3,39.4,5,0.0,197.00000762939453,1996,9,20,4,480.1428576878139,1083,46.412499999999994
10311,1996-09-20,DUMON,42,Singaporean Hokkien Fried Mee,5,11.2,6,0.0,67.19999885559082,1996,9,20,4,179.54444313049316,697,13.206666666666667
10311,1996-09-20,DUMON,69,Gudbrandsdalsost,4,28.8,7,0.0,201.59999465942383,1996,9,20,4,179.54444313049316,714,33.44516129032258
10312,1996-09-23,WANDK,28,Rössle Sauerkraut,7,36.4,4,0.0,145.60000610351562,1996,9,23,10,368.7855754988841,640,41.97575757575758
10312,1996-09-23,WANDK,43,Ipoh Coffee,1,36.8,24,0.0,883.1999816894531,1996,9,23,10,368.7855754988841,580,43.042857142857144
10312,1996-09-23,WANDK,53,Perth Pasties,6,26.2,20,0.0,524.0000152587891,1996,9,23,10,368.7855754988841,722,30.16
10312,1996-09-23,WANDK,75,Rhönbräu Klosterbier,1,6.2,10,0.0,61.99999809265137,1996,9,23,10,368.7855754988841,1155,7.379347826086956
10313,1996-09-24,QUICK,36,Inlagd Sill,8,15.2,12,0.0,182.39999771118164,1996,9,24,28,1282.294244539463,805,17.896774193548385
10314,1996-09-25,RATTC,32,Mascarpone Fabioli,4,25.6,40,0.1,921.6000122070312,1996,9,25,18,719.6873356094115,297,30.720000000000002
10314,1996-09-25,RATTC,58,Escargots de Bourgogne,8,10.6,30,0.1,286.20000982582565,1996,9,25,18,719.6873356094115,534,12.661111111111111
10314,1996-09-25,RATTC,62,Tarte au sucre,3,39.4,25,0.1,886.500032864511,1996,9,25,18,719.6873356094115,1083,46.412499999999994
10315,1996-09-26,ISLAT,34,Sasquatch Ale,1,11.2,14,0.0,156.7999973297119,1996,9,26,10,267.2304341274759,506,12.968421052631578
10315,1996-09-26,ISLAT,70,Outback Lager,1,12.0,30,0.0,360.0,1996,9,26,10,267.2304341274759,817,14.153846153846153
10316,1996-09-27,RATTC,41,Jack's New England Clam Chowder,8,7.7,10,0.0,76.99999809265137,1996,9,27,18,719.6873356094115,981,9.193617021276596
10316,1996-09-27,RATTC,62,Tarte au sucre,3,39.4,70,0.0,2758.0001068115234,1996,9,27,18,719.6873356094115,1083,46.412499999999994
10317,1996-09-30,LONEP,1,Chai,1,14.4,20,0.0,287.99999237060547,1996,9,30,8,304.18571390424455,828,17.147368421052633
10318,1996-10-01,ISLAT,41,Jack's New England Clam Chowder,8,7.7,20,0.0,153.99999618530273,1996,10,1,10,267.2304341274759,981,9.193617021276596
10318,1996-10-01,ISLAT,76,Lakkalikööri,1,14.4,6,0.0,86.39999771118164,1996,10,1,10,267.2304341274759,981,16.984615384615385
